ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,159.116,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,8285.19,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,159.116,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,8285.19,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,1866.985,,,,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,15568.044,,,,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,1866.985,,,,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,15568.044,,,,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,453.104,,,,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,4429.377,,,,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,453.104,,,,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,4429.377,,,,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,2500.753,,,,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,8549.133,,,,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,2500.753,,,,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,8549.133,,,,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,77.071,,,,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,2329.249,,,,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,77.071,,,,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,2329.249,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,76.637,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,905.895,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,76.637,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,905.895,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,736.564,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,17139.007,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,736.564,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,17139.007,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,95.097,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,4704.519,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,95.097,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,4704.519,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,314.22,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,29953.662,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,314.22,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,29953.662,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2014,198.926,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2014,4112.677,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2014,198.926,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2014,4112.677,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2014,55.348,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2014,4543.545,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2014,55.348,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2014,4543.545,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2014,208.933,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2014,2981.381,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2014,208.933,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2014,2981.381,,,,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2014,148.738,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2014,1565.66,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2014,148.738,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2014,1565.66,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2014,16.07,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2014,362.741,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2014,16.07,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2014,362.741,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2014,136.717,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2014,4974.298,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2014,136.717,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2014,4974.298,,,,Repository: Eurostat special tabulation
